"title","budget","genre","mpaa","runtimes","rating","gross"
"Double Jeopardy","70000000","14","4","105","6.3","116741558"
"Double Team","30000000","20","4","93","4.6","481383371998"
"Doubt","20000000","4","3","104","7.5","2704347"
"Down Time","20000","14","4","90","2.1","30000002005"
"Down to Earth","30000000","5","3","87","5.4","64186502"
"Dr. Dolittle 2","72000000","5","2","87","4.6","112952899"
"Dr. Jekyll and Ms. Hyde","8000000","5","3","90","4.3","2763020"
"Dr. Seuss' The Cat in the Hat","109000000","13","2","82","3.8","101149285"
"Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb","1800000","5","2","95","8.5","1864000001981"
"Dracula","40000000","2","4","128","7.5","82522790"
"Dracula 2000","54000000","2","4","99","4.9","33022767"
"Dracula Untold","70000000","20","3","92","6.3","56280355"
"Dracula: Dead and Loving It","30000000","5","3","88","5.7","10693649"
"Dragon: The Bruce Lee Story","14000000","20","3","120","7.0","35112679"
"Dragonball Evolution","45000000","20","2","85","2.8","57497699"
"DragonHeart","57000000","20","3","103","6.4","51367375"
"Dream House","55000000","4","3","92","5.9","1628821"
"Dreamcatcher","68000000","4","4","136","5.5","33715436"
"Dreamgirls","70000000","4","3","130","6.6","103365956"
"Dredd","50000000","20","4","95","7.0","13414714"
"Drive Angry","50000000","20","4","104","5.5","670594"
"Drive Me Crazy","8000000","5","3","91","5.6","17845337"
"Drop Squad","2000000","4","4","86","4.4","734693"
"Drop Zone","45000000","20","4","101","5.6","28720380"
"Drowning Mona","16000000","5","3","96","5.6","7479342000"
"Dumb & Dumber","16000000","5","3","107","7.3","127175354"
"Dumb and Dumber To","35000000","5","3","109","5.9","86208010"
"Dumb and Dumberer: When Harry Met Lloyd","19000000","5","3","85","3.4","26276465"
"Dung che sai duk","40000000","20","4","100","7.2","368000"
"Dungeons & Dragons","45000000","20","3","107","3.6","15220685"
"Duplex","40000000","5","3","89","5.8","9692135"
"E.T. the Extra-Terrestrial","10500000","10","2","115","7.9","435110554"
"Easy Come, Easy Go","2000000","13","2","95","5.1","1950000"
"Eat Pray Love","60000000","4","3","133","5.6","80574010"
"Ed Wood","18000000","11","4","127","7.9","5887457"
"Eddie","30000000","5","3","100","5.0","5700000"
"Edge of Darkness","80000000","14","4","117","6.6","81124129"
"Edge of Tomorrow","178000000","20","3","113","8.0","100206256"
"Eight Below","40000000","13","2","120","7.3","81612565"
"Eight Legged Freaks","30000000","20","3","99","5.4","17322606"
"El abuelo","400000000","4","2","151","7.5","56040"
"El día de la bestia","2100000","20","4","103","7.5","4367321"
"El Lobo","5000000","18","4","123","7.0","7750455"
"El mariachi","7000","20","4","81","7.0","1008"
"El secreto de sus ojos","2000000","4","4","129","8.3","339658432011"
"Elegy","13000000","4","4","112","6.8","3581642"
"Elektra","43000000","20","3","97","4.8","24409722"
"Elf","33000000","5","2","97","6.9","173398518"
"Elizabeth","25000000","11","4","124","7.5","30034127"
"Elysium","115000000","20","4","109","6.7","93050117"
"Emma","6000000","5","2","121","6.8","15600000"
"Enchanted","85000000","5","2","107","7.2","340487652"
"Encino Man","7000000","5","2","88","5.6","40693477"
"End of Days","83000000","20","4","121","5.7","66889043"
"End of the Spear","10000000","13","3","108","7.0","11967000"
"End of Watch","7000000","14","4","109","7.7","41003371"
"Ender's Game","110000000","20","3","114","6.7","61737191"
"Enemy at the Gates","68000000","4","4","131","7.6","51401758"
"Enemy of the State","90000000","20","4","140","7.3","111549836"
"Enough","38000000","14","3","115","5.5","40007742"
"Enter the Dragon","850000","20","4","102","7.7","25000000"
"Entrapment","66000000","20","3","113","6.2","124700000"
"Epic","100000000","13","2","102","6.7","107518682"
"Equilibrium","20000000","20","4","107","7.6","4155851"
"Eragon","100000000","20","2","104","5.1","75030163"
"Eraser","100000000","20","4","115","6.0","101295562"
"Erin Brockovich","52000000","11","4","131","7.3","125595205"
"Ernest Rides Again","7000000","5","2","96","5.0","1450029"
"Escape from L.A.","50000000","20","4","101","5.6","422773651997"
"Escape from Planet Earth","40000000","13","2","89","5.9","57012977"
"Escape Plan","50000000","20","4","115","6.8","25132228"
"Europa","28000000","4","4","112","7.7","1007001"
"Eva","7000000","4","3","94","6.7","897612"
"Evan Almighty","175000000","5","2","96","5.4","100462298"
"Eve of Destruction","13000000","20","4","99","4.8","5451119"
"Even Cowgirls Get the Blues","8000000","5","4","95","4.2","1710000"
"Event Horizon","50000000","2","4","96","6.7","26673242"
"EverAfter","26000000","5","2","121","7.0","65705771"
"Everyone Says I Love You","20000000","5","4","101","6.8","16104765"
"Evita","55000000","11","2","135","6.3","1410471791997"
"Excessive Force","3000000","20","4","87","5.1","1152117"
"Executive Decision","55000000","20","4","133","6.4","56569216"
"eXistenZ","31000000","20","4","97","6.8","15531961999"
"Exit Wounds","33000000","20","4","101","5.5","51758599"
"Exorcist: The Beginning","50000000","2","4","114","5.1","41821986"
"Exotica","2000000","4","4","103","7.2","4183379"
"Expelled: No Intelligence Allowed","3500000","1","2","90","3.7","7690545"
"Explorers","25000000","13","2","109","6.6","9873044"
"Extreme Measures","38000000","14","4","118","6.1","103400755"
"Eye for an Eye","20000000","14","4","101","6.1","26792700"
"Eyes Wide Shut","65000000","4","4","159","7.3","55691208"
"Face/Off","80000000","20","4","138","7.3","2456761461997"
"Facing the Giants","100000","4","2","111","6.6","10178331"
"Factory Girl","7000000","11","4","99","6.4","2581387"
"Fahrenheit 9/11","6000000","1","4","122","7.5","278000"
"Failure to Launch","50000000","5","3","97","5.6","128406887"
"Fair Game","50000000","20","4","91","4.1","11534477"
"Faithful","13000000","5","4","91","5.9","2104000"
"Fall Time","4000000","5","4","88","5.5","300000001995"
"Falling Down","25000000","14","4","113","7.6","40903593"
"Fame","18000000","5","2","107","5.0","77211836"
"Fanboys","3900000","13","3","90","6.6","688529"
"Fantastic Four","100000000","20","3","106","5.7","154696080"
"Far and Away","60000000","13","3","140","6.5","58883840"
"Fargo","7000000","14","4","98","8.2","24611975"
"Fat Albert","26000000","5","2","93","4.3","485513222005"
"Father of the Bride Part II","30000000","5","2","106","5.9","76594000"
"Fear of a Black Hat","999999","5","4","88","7.2","238230"
"Federal Hill","80000","14","4","97","6.4","518663"
"Fei ying gai wak","115000000","20","3","106","7.2","15464830"
"Fight Club","63000000","4","4","139","8.9","37030102"
"Final Destination","23000000","2","4","98","6.7","53331147"
"Final Destination 2","26000000","2","4","90","6.2","46961214"
"Final Destination 5","40000000","2","4","92","5.9","42587643"
"Final Fantasy: The Spirits Within","137000000","20","3","106","6.4","85131830"
"Find Me Guilty","13000000","11","4","125","7.1","704139"
"Finding Neverland","25000000","11","2","106","7.8","51680613"
"Fire Down Below","60000000","20","4","105","4.9","16228448"
"Fireproof","500000","4","2","122","6.5","33456317"
"First Knight","55000000","20","3","134","5.9","37600435"
"Flags of Our Fathers","53000000","4","4","135","7.1","33602376"
"Flawless","20000000","14","3","108","6.8","1592112"
"Fled","25000000","20","4","98","5.3","17100000"
"Flickan som lekte med elden","4000000","14","4","129","7.1","5243857"
"Flightplan","55000000","20","3","98","6.2","89707299"
"Flirting with Disaster","7000000","5","4","92","6.8","14891000"
"Flubber","80000000","5","2","93","5.1","92977226"
"Flushed Away","149000000","13","2","85","6.7","64665672"
"Fool's Gold","70000000","20","3","112","5.6","111231041"
"Footloose","24000000","5","3","113","5.8","51802742"
"For Love of the Game","80000000","4","3","137","6.5","614050"
"For the Boys","40000000","5","4","138","6.2","17860280"
"Forces of Nature","75000000","5","3","105","5.4","52888180"
"Forever Fever","880000","5","3","95","7.0","850000"
"Forrest Gump","55000000","4","3","142","8.8","5576832014"
"Fortress","8000000","20","4","95","5.8","6739141"
"Four Christmases","80000000","5","3","88","5.6","163733697"
"Four Rooms","4000000","5","4","98","6.7","4301331"
"Four Weddings and a Funeral","4500000","5","4","117","7.1","52700832"
"Frankenhooker","2500000","5","4","85","6.1","205068"
"Frankenstein","45000000","4","4","123","6.4","22006296"
"Frankenweenie","39000000","19","2","87","7.0","35291068"
"Freaked","11000000","5","3","86","6.2","29296"
"Freddy vs. Jason","25000000","2","4","97","5.8","82622655"
"Freddy's Dead: The Final Nightmare","8500000","5","4","105","4.9","34872033"
"Free Birds","55000000","13","2","91","5.9","55750480"
"Free Willy","20000000","13","2","112","5.8","77698625"
"Freedom Writers","21000000","11","3","123","7.5","43090741"
"Freejack","30000000","20","4","110","5.3","17129000"
"Freeway","3000000","5","4","110","6.9","1051251996"
"Frequency","31000000","14","3","118","7.3","45010278"
"Fresh","3500000","14","4","114","7.7","8094616"
"Frida","12000000","11","4","123","7.4","25885000"
"Friday","3500000","5","4","91","7.3","27900000"
"Friday the 13th","19000000","2","4","97","5.6","65002019"
"Friends with Benefits","35000000","5","4","109","6.6","55802754"
"From Dusk Till Dawn","19000000","20","4","108","7.3","25753840"
"From Hell","35000000","2","4","122","6.8","387007612001"
"Frozen","150000000","13","2","102","7.7","400738009"
"Frozen River","1000000","14","4","97","7.2","40289572008"
"Fung wan: Hung ba tin ha","10000000","20","3","128","6.5","2020000"
"G-Force","150000000","20","2","88","5.1","119436770"
"G.I. Jane","50000000","20","4","125","5.8","48169156"
"G.I. Joe: Retaliation","130000000","20","3","110","5.8","122523060"
"Galaxy Quest","45000000","20","2","102","7.3","71583916"
"Gamer","50000000","20","4","95","5.8","1400339"
"Gangs of New York","97000000","14","4","167","7.5","77812000"
"Gangster Squad","60000000","20","4","113","6.8","46000903"
"Garfield","35000000","19","2","80","4.9","75369589"
"George and the Dragon","32000000","20","2","93","5.7","776202005"
"George of the Jungle","55000000","20","2","92","5.4","174463257"
"Germinal","164000000","4","4","160","7.1","378854"
"Geronimo: An American Legend","35000000","4","3","115","6.4","13736475"
"Get Carter","40000000","20","4","102","5.0","4139972001"
"Get Rich or Die Tryin'","40000000","11","4","117","4.9","420000002006"
"Get Shorty","30250000","5","4","105","6.9","72077000"
"Get the Gringo","20000000","20","4","96","7.0","80830"
"Getting Even with Dad","30000000","5","2","109","4.5","18438164"
"Gettysburg","25000000","4","2","271","7.7","10769960"
"Ghost in the Machine","12000000","2","4","95","4.3","5086909"
"Ghost Rider","110000000","20","3","123","5.2","2952342"
"Ghost Rider: Spirit of Vengeance","57000000","20","3","96","4.3","51774002"
"Ghost Ship","35000000","2","4","91","5.4","30113491"
"Ghost World","7000000","5","4","111","7.5","6217849"
"Ghosts of Mars","28000000","20","4","98","4.9","3783012001"
"Ghosts of Mississippi","36000000","4","3","130","6.6","91063"
"Gigli","54000000","5","4","121","2.3","661"
"Gin gwai","4500000","4","4","99","6.7","13995000"
"Girl 6","12000000","5","4","108","5.0","4903000"
"Girl, Interrupted","40000000","11","4","127","7.3","289126462000"
"Gladiator","103000000","20","4","155","8.5","20500546"
"Glee: The 3D Concert Movie","9000000","1","2","84","5.3","18663238"
"Glengarry Glen Ross","12500000","4","4","100","7.9","10725228"
"Glitter","22000000","4","3","104","2.1","5271666"
"Go Fish","15000","4","4","83","5.6","2408311"
"God's Army","300000","4","2","108","6.6","2637726"
"God's Not Dead","2000000","4","2","113","5.0","60755732"
"Godsend","25000000","4","3","102","4.8","14379751"
"Godzilla","130000000","20","3","139","5.3","136314294"
"Gojira ni-sen mireniamu","1000000000","20","2","99","6.0","24522891"
"Gojira VS Mekagojira","1000000000","20","2","108","6.6","16816849"
"Gojira vs. Biorante","700000000","20","2","83","6.6","7538198"
"Gojira X Mekagojira","1000000000","20","2","88","6.8","14122958"
"Gojira: Fainaru uôzu","2000000000","20","3","125","6.5","9167302"
"GoldenEye","58000000","20","3","130","7.2","106600000"
"Gone Girl","61000000","4","4","149","8.2","167761501"
"Gone in Sixty Seconds","90000000","20","3","118","6.5","101648571"
"Good Will Hunting","10000000","4","4","126","8.3","138433435"
"Gosford Park","19800000","4","4","137","7.3","464454292001"
"Gospa","5000000","4","2","125","5.3","381804"
"Gossip","24000000","4","4","90","5.9","12591270"
"Gothika","40000000","2","4","98","5.8","59694580"
"Gran Torino","33000000","4","4","116","8.2","9118000"
"Grease","6000000","16","3","110","7.2","188755690"
"Great Expectations","25000000","4","4","111","6.8","55494066"
"Green Lantern","200000000","20","3","123","5.7","2647849"
"Groundhog Day","14600000","5","2","101","8.1","70906973"
"Grown Ups","80000000","5","3","102","6.0","162001186"
"Grown Ups 2","80000000","5","3","101","5.4","133668525"
"Grudge Match","40000000","5","3","113","6.5","29807260"
"Grumpier Old Men","25000000","5","3","101","6.6","69870000"
"Guardians of the Galaxy","170000000","20","3","121","8.1","333176600"
"Guarding Tess","20000000","5","3","96","6.1","27053498"
"Guess Who","35000000","5","3","105","5.9","68915888"
"Gulliver's Travels","112000000","13","2","85","4.9","42779261"
"Guncrazy","800000","14","4","97","5.5","114516"
"Gunmen","8030000","20","4","94","5.1","3411885"
"Gwoemul","12215500000","20","4","119","7.0","2201923"
"Hairspray","75000000","5","2","117","6.8","118871849"
"Hall Pass","36000000","5","4","105","5.9","45060734"
"Halloween","15000000","2","4","109","6.1","58272029"
"Halloween H20: 20 Years Later","17000000","2","4","86","5.6","55041738"
"Halloween II","15000000","2","4","105","4.9","33392973"
"Halloween: Resurrection","15000000","2","4","94","4.1","30354442"
"Halloween: The Curse of Michael Myers","5000000","2","4","87","4.9","15116634"
"Hamlet","18000000","4","3","242","7.8","472492"
"Hancock","150000000","20","3","92","6.5","624386746"
"Hangin' with the Homeboys","1900000","5","4","88","7.0","532933"
"Hanging Up","60000000","5","3","94","4.7","36050230"
"Hangman's Curse","2000000","2","3","106","4.9","168406"
"Hannibal","87000000","14","4","131","6.7","165092268"
"Hannibal Rising","50000000","14","4","121","6.2","27670986"
"Hansel & Gretel: Witch Hunters","50000000","20","4","88","6.1","55703475"
"Happily N'Ever After","47000000","13","2","75","4.5","15589393"
"Happy Feet Two","130000000","19","2","100","5.9","64006466"
"Happy Gilmore","12000000","5","3","92","7.0","38624000"
"Hard Target","18000000","20","4","97","6.1","32534954"
"Hardware","1500000","20","4","94","5.9","5728953"
"Harley Davidson and the Marlboro Man","23000000","20","4","98","5.9","7434726"
"Harry Potter and the Chamber of Secrets","100000000","13","2","161","7.3","261988482"
"Harry Potter and the Deathly Hallows: Part 1","150000000","13","3","146","7.7","295983305"
"Harry Potter and the Goblet of Fire","150000000","13","3","157","7.6","290013036"
"Harry Potter and the Order of the Phoenix","150000000","13","3","138","7.4","939885929"
"Harry Potter and the Sorcerer's Stone","125000000","13","2","152","7.5","317575550"
"Hart's War","60000000","4","4","125","6.3","132094032002"
"Haute tension","2200000","2","5","91","6.8","3681066"
"Havana","40000000","4","4","144","6.0","9243140"
"Havoc","9000000","14","4","85","5.5","159821"
"He's Just Not That Into You","40000000","5","3","129","6.4","93953653"
"Heat","60000000","20","4","170","8.3","674360001996"
"Heaven & Earth","33000000","20","4","140","6.8","5864949"
"Heaven's Prisoners","25000000","4","4","132","5.7","5005000"
"Heavenly Creatures","5000000","11","4","99","7.5","3049135"
"Hellboy","66000000","20","3","122","6.8","59623958"
"Hellraiser III: Hell on Earth","5000000","2","4","91","5.4","12534961"
"Hellraiser: Bloodline","4000000","2","4","85","5.0","16675000"
"Henry V","9000000","20","3","137","7.8","10161099"
"Her","23000000","4","4","126","8.0","25568251"
"Hercules","100000000","20","3","98","6.1","72688614"
"Hereafter","50000000","4","3","129","6.5","32746941"
"Hero","42000000","5","3","119","6.4","19507345"
"Hidalgo","100000000","20","3","136","6.6","40800000"
"Hidden Agenda","5000000","20","4","94","4.7","350189"
"Hide and Seek","25000000","2","4","101","5.9","51100486"
"Hideaway","15000000","17","4","106","5.3","12201255"
"High Fidelity","20000000","5","4","113","7.6","445813"
"High Noon","750000","22","2","85","8.1","80000001952"
"Highlander","16000000","20","4","116","7.2","5900000"
"Highlander II: The Quickening","30000000","20","4","91","4.0","15556340"
"Highlander III: The Sorcerer","26000000","20","3","99","4.2","36800000"
"Hitch","70000000","5","3","118","6.7","179495555"
"Hitman","24000000","20","4","94","6.3","39687694"
"Hocus Pocus","28000000","5","2","96","6.6","39514713"
"Hoffa","35000000","11","4","140","6.6","24276500"
"Hollow Man","95000000","8","4","112","5.7","191200000"
"Home Alone 2: Lost in New York","18000000","13","2","120","6.5","173585516"
"Home Alone 3","32000000","5","2","102","4.2","30882515"
"Home for the Holidays","20000000","5","3","103","6.6","17518220"
"Home of the Brave","12000000","20","4","106","5.6","49753"
"Homecoming","1500000","4","4","88","5.4","8500000"
"Honey I Blew Up the Kid","40000000","13","2","89","4.7","58662452"
"Honeymoon in Vegas","25000000","5","3","96","5.8","35208854"
"Hoodwinked!","15000000","19","2","80","6.6","51386611"
"Hoop Dreams","700000","1","3","170","8.3","7830611"
"Hop","63000000","13","2","95","5.5","108085305"
"Hope Springs","30000000","5","3","100","6.3","63536011"
"Horrible Bosses","35000000","5","4","98","6.9","117538559"
"Hors de prix","11700000","5","3","106","7.1","616723"
"Hostel","4800000","2","4","94","5.9","47326473"
"Hotel for Dogs","35000000","5","2","100","5.4","73034460"
"Hotel Transylvania","85000000","19","2","91","7.1","148313048"
"House at the End of the Street","6900000","2","3","101","5.6","31611916"
"House of 1000 Corpses","7000000","2","4","89","6.0","16829545"
"House of the Dead","7000000","20","4","90","2.0","10249719"
"House of Wax","30000000","2","4","113","5.3","68766121"
"House Party 2","5000000","5","4","94","4.9","19281235"
"Houseguest","10500000","5","2","113","5.9","26325256"
"How the Grinch Stole Christmas","123000000","5","2","104","6.0","260044825"
"How to Lose a Guy in 10 Days","50000000","5","3","116","6.3","105813373"
"How to Train Your Dragon","165000000","13","2","98","8.2","9417229"
"How to Train Your Dragon 2","145000000","20","2","102","8.0","177002924"
"Hudson Hawk","70000000","20","4","100","5.7","17218080"
"Hugo","170000000","13","2","126","7.6","73864507"
"Hulk","137000000","20","3","138","5.7","132177234"
"Hung fan kui","7500000","20","4","104","6.7","32392047"
"Hunger","625000","2","4","101","5.3","45000002014"
"Husbands and Wives","20000000","5","4","108","7.6","10555619"
"I Am Number Four","50000000","20","3","109","6.1","55100437"
"I Am Sam","22000000","4","3","132","7.6","40311852"
"I Can Do Bad All by Myself","13000000","5","3","113","3.9","51733921"
"I Know What You Did Last Summer","17000000","2","4","100","5.6","72586134"
"I Know Who Killed Me","12000000","14","4","105","3.6","7498716"
"I Love Trouble","45000000","20","2","123","5.2","30806194"
"I Love You, Man","40000000","5","4","105","7.1","71440011"
"I Now Pronounce You Chuck & Larry","85000000","5","3","115","6.0","120059556"
"I Still Know What You Did Last Summer","25000000","2","4","100","4.5","40002112"
"I'll Do Anything","44000000","5","3","115","5.6","10209111"
"I've Heard the Mermaids Singing","262000","5","4","81","6.9","1408491"
"I, Frankenstein","65000000","20","3","92","5.2","19075290"
"I, Robot","120000000","20","3","115","7.1","144801023"
"I.Q.","25000000","5","2","100","6.2","26372663"
"Ice Age","59000000","13","2","81","7.6","176387405"
"Ice Age: Continental Drift","95000000","13","2","88","6.7","161321843"
"Ice Age: The Meltdown","80000000","20","2","90","6.9","195330621"
"Identity","30000000","6","4","90","7.3","52159536"
"Identity Thief","35000000","5","4","111","5.7","134506920"
"If Lucy Fell","5000000","5","4","92","4.8","4635344"
"Igby Goes Down","9000000","5","4","98","7.0","20876642002"
"Igor","25000000","19","2","87","6.1","30720868"
"Il postino","3000000","11","2","108","7.8","21848932"
"Imagine That","55000000","5","2","107","5.6","27012"
"In & Out","35000000","5","3","90","6.3","63856929"
"In 3 Tagen bist du tot","2000000","2","4","97","5.4","28371"
"In Dreams","30000000","4","4","100","5.4","12017369"
"In the Bedroom","1700000","14","4","130","7.5","35930604"
"In the Cut","12000000","6","4","113","5.3","4750602"
"In the Line of Fire","40000000","20","4","128","7.2","102314283"
"In the Mouth of Madness","8000000","2","4","95","7.2","8946600"
"In the Name of the Father","13000000","11","4","133","8.1","657968621994"
"In the Name of the King: A Dungeon Siege Tale","60000000","20","3","156","3.8","201364"
"In Time","40000000","20","3","109","6.7","37520095"
"Incendies","6800000","4","4","130","8.2","6857096"
"Inception","160000000","20","3","148","8.8","10734786"
"Indecent Proposal","38000000","4","4","117","5.8","106614100"
"Independence Day","75000000","20","3","145","6.9","3061692681997"
"Indiana Jones and the Kingdom of the Crystal Skull","185000000","20","3","122","6.2","20906067"
"Inglourious Basterds","75000000","13","4","153","8.3","313600000"
"Inside Man","45000000","14","4","129","7.7","88513495"
"Insidious","1500000","4","3","103","6.8","3723344"
"Insidious: Chapter 2","5000000","2","3","106","6.6","83586447"
"Insomnia","46000000","6","4","118","7.2","67355513"
"Inspector Gadget","75000000","20","2","78","4.1","97403112"
"Intersection","45000000","4","4","98","5.2","20928892"
"Interview with the Vampire: The Vampire Chronicles","60000000","2","4","123","7.6","1052646081995"
"Into the Storm","50000000","20","3","89","5.9","47602194"
"Intouchables","9500000","11","4","112","8.6","13182281"
"Intruders","13000000","2","4","100","5.4","2670382"
"Io sono l'amore","10000000","4","4","120","7.0","5005465"
"Iron Man 3","200000000","20","3","130","7.3","409013994"
"Isn't She Great","36000000","11","4","95","5.2","2962465"
"It Runs in the Family","15000000","5","2","85","5.7","70936"
"It's Complicated","85000000","5","4","120","6.6","112735375"
"J. Edgar","35000000","11","4","137","6.6","37306030"
"Jack","45000000","5","3","113","5.7","58620973"
"Jack and Jill","79000000","5","2","91","3.4","74158157"
"Jack Reacher","60000000","20","3","130","7.0","80070736"
"Jack the Giant Slayer","195000000","13","3","114","6.3","65187603"
"Jackass Presents: Bad Grandpa","15000000","5","4","92","6.6","102003019"
"Jackass: The Movie","5000000","5","4","87","6.6","64255312"
"Jackie Brown","12000000","14","4","154","7.5","39673162"
"Jade","50000000","20","4","95","5.1","9795017"
"James and the Giant Peach","38000000","13","2","79","6.7","28934758"
"Japón","250050","4","4","130","6.8","436240"
"Jarhead","70000000","4","4","125","7.1","62658220"
"Jason Goes to Hell: The Final Friday","2500000","17","4","87","4.3","15935068"
"Jason X","11000000","2","4","91","4.4","13121555"
"Jason's Lyric","7000000","14","4","120","6.6","20851521"
"JCVD","10000000","5","4","97","7.2","175502008"
"Jeepers Creepers","10000000","2","4","90","6.1","37904175"
"Jeepers Creepers II","17000000","2","4","104","5.5","35667218"
"Jefferson in Paris","14000000","11","3","139","5.7","2474000"
"Jennifer Eight","20000000","14","4","124","6.2","11390479"
"Jerry Maguire","50000000","5","4","139","7.3","153952592"
"JFK","40000000","4","4","189","8.0","70405498"
"Jimmy Hollywood","30000000","5","4","112","5.3","3692874"
"Jingle All the Way","60000000","5","2","89","5.4","605923891997"
"Jodaeiye Nader az Simin","500000","4","3","123","8.4","7098492"
"John Carter","263700000","20","3","132","6.6","73078100"
"John Tucker Must Die","18000000","5","3","89","5.7","68824526"
"John Wick","20000000","20","4","101","7.2","35702062"
"Johnny English","35000000","20","2","88","6.1","28082366"
"Johnny English Reborn","45000000","20","2","101","6.3","8305970"
"Johnny Mnemonic","25000000","20","4","103","5.5","19076000"
"Josh and S.A.M.","18000000","13","3","96","5.7","1528163"
"Journey 2: The Mysterious Island","79000000","20","2","94","5.8","103860290"
"Journey to the Center of the Earth","45000000","20","2","93","5.8","101704370"
"Joy Ride","23000000","6","4","97","6.6","37000000"
"Joyful Noise","25000000","5","3","118","5.6","49271"
"Juana la Loca","4800000","11","4","115","6.6","83500002002"
"Judge Dredd","70000000","20","4","96","5.4","34693481"
"Jui kuen II","2000000","20","4","102","7.6","8000000"
"Juice","5000000","20","4","95","7.1","20146880"
"Julie & Julia","40000000","11","3","123","7.0","129540499"
"Jumanji","50000000","13","2","104","6.8","1004752491996"
"Jumper","85000000","20","3","88","6.1","80172128"
"Junebug","1000000","5","4","106","7.0","3399228"
"Jungle Fever","14000000","4","4","132","6.5","32482682"
"Junior","60000000","5","3","109","4.5","36763355"
"Juno","7500000","5","3","96","7.6","143495265"
"Jurassic Park","63000000","13","3","127","8.0","402453882"
"Jurassic Park III","93000000","20","3","92","5.9","181171875"
"Just Like Heaven","58000000","5","3","95","6.7","48318130"
"Just Married","18000000","5","3","95","5.4","101564935"
"Just the Ticket","12000000","5","4","115","5.5","87606"
"Justin and the Knights of Valour","22000000","13","2","90","6.1","194179532013"
"Jûsan-nin no shikaku","6000000","20","4","141","7.6","71856"
"K-19: The Widowmaker","100000000","4","3","138","6.6","35168966"
"Kalifornia","9000000","14","4","117","6.7","2395231"
"Kangaroo Jack","60000000","20","2","89","4.4","66934963"
"Kansas City","19000000","14","4","116","6.2","2500000"
"Karakter","4500000","14","4","122","7.8","1016941"
"Katy Perry: Part of Me","12000000","1","2","93","5.9","3037262"
"Kick-Ass","30000000","20","4","117","7.7","48071303"
"Kick-Ass 2","22000000","20","4","103","6.7","28795985"
"Kids in America","750000","5","3","91","5.9","537667"
"Kill Bill: Vol. 1","30000000","20","4","111","8.1","5319029"
"Kill Bill: Vol. 2","30000000","20","4","137","8.0","4942273"
"Killers","75000000","20","3","100","5.4","47059963"
"Killing Them Softly","15000000","14","4","97","6.2","15026056"
"Killing Zoe","1500000","14","4","96","6.5","418953"
"King Arthur","120000000","20","3","126","6.3","1192705"
"King Kong","207000000","20","3","201","7.3","218080025"
"King of Kings","5037000","11","3","168","7.1","14483352"
"King of the Hill","8000000","4","3","103","7.5","1299318"
"Kingdom of Heaven","130000000","20","4","144","7.2","47398413"
"Kingpin","27000000","5","3","113","6.9","7200000"
"Kiss of Death","40000000","20","4","101","5.9","14942422"
"Kiss of the Dragon","25000000","20","4","98","6.6","27592723"
"Kiss the Girls","27000000","14","4","115","6.5","60527873"
"Knight and Day","117000000","20","3","109","6.3","76423035"
"Knock Off","35000000","20","4","91","4.7","440000001999"
"Knocked Up","30000000","5","4","129","7.1","1487689172007"
"Knowing","50000000","20","3","121","6.2","79957634"
"Kokuriko-zaka kara","22000000","19","2","91","7.4","1002895"
"Kon-Tiki","16600000","13","3","118","7.2","1517410"
"Kung fu","20000000","20","4","99","7.8","17108591"
"Kung Fu Panda","130000000","20","2","92","7.6","631744560"
"Kung Fu Panda 2","150000000","20","2","91","7.3","8332426"
"L'illusionniste","11000000","19","2","80","7.5","2231474"
"L'inchiesta","8000000","13","3","190","5.3","3158052007"
"L.A. Confidential","35000000","14","4","138","8.3","64616940"
"La cité des enfants perdus","18000000","17","4","112","7.7","1513028"
"La comunidad","4000000","5","4","110","7.4","6709857"
"La lengua asesina","4000000","5","4","100","4.8","27066636"
"La migliore offerta","13500000","14","4","131","7.8","1664478"
"La otra conquista","3500000","4","4","105","6.9","2000000"
"La piel que habito","13000000","18","4","120","7.6","3185812"
"La reine Margot","42000000","11","4","159","7.5","2017346"
"La terza madre","3500000","2","4","102","5.1","58669"
"Lady in the Water","75000000","17","3","110","5.7","42285169"
"Lake Placid","27000000","5","4","82","5.6","31770414"
"Land of the Dead","15000000","2","4","93","6.3","26070520"
"Land of the Lost","100000000","13","3","102","5.3","49438370"
"Lara Croft Tomb Raider: The Cradle of Life","95000000","20","3","117","5.5","65660196"
"Lara Croft: Tomb Raider","115000000","20","3","100","5.7","2320000"
"Larger Than Life","30000000","5","2","93","5.5","108016"
"Larry Crowne","30000000","5","3","98","6.0","35608245"
"Last Action Hero","70000000","20","3","130","6.2","50016394"
"Last Man Standing","67000000","20","4","101","6.4","17600000"
"Last Orders","12000000","4","4","109","7.0","30535072002"
"Last Vegas","28000000","5","3","105","6.7","63914167"
"Lat sau san taam","4500000","20","4","128","7.9","197110481992"
"Le dîner de cons","82000000","5","3","80","7.7","2447243"
"Le pacte des loups","200000000","20","4","152","7.1","11260096"
"Leap Year","19000000","5","2","100","6.4","25918920"
"Leaving Las Vegas","3600000","4","4","111","7.6","31968347"
"Legally Blonde","18000000","5","3","96","6.2","96520674"
"Legally Blonde 2: Red, White & Blonde","45000000","5","3","95","4.5","90186328"
"Legend of the Guardians: The Owls of Ga'Hoole","80000000","13","2","97","7.0","55675313"
