"title","budget","genre","mpaa","runtimes","rating","gross"
"Glengarry Glen Ross","12500000","4","4","100","7.9","10725228"
"Go Fish","15000","4","4","83","5.6","2408311"
"God's Army","300000","4","2","108","6.6","2637726"
"God's Not Dead","2000000","4","2","113","5.0","60755732"
"Godsend","25000000","4","3","102","4.8","14379751"
"Godzilla","130000000","20","3","139","5.3","136314294"
"GoldenEye","58000000","20","3","130","7.2","106600000"
"Gone Girl","61000000","4","4","149","8.2","167761501"
"Gone in Sixty Seconds","90000000","20","3","118","6.5","101648571"
"Good Will Hunting","10000000","4","4","126","8.3","138433435"
"Gospa","5000000","4","2","125","5.3","381804"
"Gothika","40000000","2","4","98","5.8","59694580"
"Grease","6000000","16","3","110","7.2","188755690"
"Groundhog Day","14600000","5","2","101","8.1","70906973"
"Grown Ups","80000000","5","3","102","6.0","162001186"
"Grown Ups 2","80000000","5","3","101","5.4","133668525"
"Grudge Match","40000000","5","3","113","6.5","29807260"
"Grumpier Old Men","25000000","5","3","101","6.6","69870000"
"Guardians of the Galaxy","170000000","20","3","121","8.1","333176600"
"Guarding Tess","20000000","5","3","96","6.1","27053498"
"Guess Who","35000000","5","3","105","5.9","68915888"
"Gulliver's Travels","112000000","13","2","85","4.9","42779261"
"Guncrazy","800000","14","4","97","5.5","114516"
"Gunmen","8030000","20","4","94","5.1","3411885"
"Hairspray","75000000","5","2","117","6.8","118871849"
"Hall Pass","36000000","5","4","105","5.9","45060734"
"Halloween","15000000","2","4","109","6.1","58272029"
"Halloween H20: 20 Years Later","17000000","2","4","86","5.6","55041738"
"Halloween II","15000000","2","4","105","4.9","33392973"
"Halloween: Resurrection","15000000","2","4","94","4.1","30354442"
"Halloween: The Curse of Michael Myers","5000000","2","4","87","4.9","15116634"
"Hangin' with the Homeboys","1900000","5","4","88","7.0","532933"
"Hanging Up","60000000","5","3","94","4.7","36050230"
"Hangman's Curse","2000000","2","3","106","4.9","168406"
"Hannibal","87000000","14","4","131","6.7","165092268"
"Hannibal Rising","50000000","14","4","121","6.2","27670986"
"Hansel & Gretel: Witch Hunters","50000000","20","4","88","6.1","55703475"
"Happily N'Ever After","47000000","13","2","75","4.5","15589393"
"Happy Feet Two","130000000","19","2","100","5.9","64006466"
"Happy Gilmore","12000000","5","3","92","7.0","38624000"
"Hard Target","18000000","20","4","97","6.1","32534954"
"Hardware","1500000","20","4","94","5.9","5728953"
"Harley Davidson and the Marlboro Man","23000000","20","4","98","5.9","7434726"
"Harry Potter and the Chamber of Secrets","100000000","13","2","161","7.3","261988482"
"Harry Potter and the Goblet of Fire","150000000","13","3","157","7.6","290013036"
"Harry Potter and the Sorcerer's Stone","125000000","13","2","152","7.5","317575550"
"Havana","40000000","4","4","144","6.0","9243140"
"He's Just Not That Into You","40000000","5","3","129","6.4","93953653"
"Heat","60000000","20","4","170","8.3","674360001996"
"Heaven & Earth","33000000","20","4","140","6.8","5864949"
"Heaven's Prisoners","25000000","4","4","132","5.7","5005000"
"Heavenly Creatures","5000000","11","4","99","7.5","3049135"
"Hellboy","66000000","20","3","122","6.8","59623958"
"Hellraiser III: Hell on Earth","5000000","2","4","91","5.4","12534961"
"Hellraiser: Bloodline","4000000","2","4","85","5.0","16675000"
"Henry V","9000000","20","3","137","7.8","10161099"
"Her","23000000","4","4","126","8.0","25568251"
"Hercules","100000000","20","3","98","6.1","72688614"
"Hereafter","50000000","4","3","129","6.5","32746941"
"Hero","42000000","5","3","119","6.4","19507345"
"Hide and Seek","25000000","2","4","101","5.9","51100486"
"Hideaway","15000000","17","4","106","5.3","12201255"
"High Noon","750000","22","2","85","8.1","80000001952"
"Highlander","16000000","20","4","116","7.2","5900000"
"Highlander II: The Quickening","30000000","20","4","91","4.0","15556340"
"Hitch","70000000","5","3","118","6.7","179495555"
"Hitman","24000000","20","4","94","6.3","39687694"
"Hocus Pocus","28000000","5","2","96","6.6","39514713"
"Hoffa","35000000","11","4","140","6.6","24276500"
"Home Alone 2: Lost in New York","18000000","13","2","120","6.5","173585516"
"Home Alone 3","32000000","5","2","102","4.2","30882515"
"Home for the Holidays","20000000","5","3","103","6.6","17518220"
"Home of the Brave","12000000","20","4","106","5.6","49753"
"Homecoming","1500000","4","4","88","5.4","8500000"
"Honey I Blew Up the Kid","40000000","13","2","89","4.7","58662452"
"Honeymoon in Vegas","25000000","5","3","96","5.8","35208854"
"Hoodwinked!","15000000","19","2","80","6.6","51386611"
"Hoop Dreams","700000","1","3","170","8.3","7830611"
"Hop","63000000","13","2","95","5.5","108085305"
"Hope Springs","30000000","5","3","100","6.3","63536011"
"Horrible Bosses","35000000","5","4","98","6.9","117538559"
"Hostel","4800000","2","4","94","5.9","47326473"
"Hotel for Dogs","35000000","5","2","100","5.4","73034460"
"Hotel Transylvania","85000000","19","2","91","7.1","148313048"
"House at the End of the Street","6900000","2","3","101","5.6","31611916"
"House of the Dead","7000000","20","4","90","2.0","10249719"
"House Party 2","5000000","5","4","94","4.9","19281235"
"Houseguest","10500000","5","2","113","5.9","26325256"
"How the Grinch Stole Christmas","123000000","5","2","104","6.0","260044825"
"How to Lose a Guy in 10 Days","50000000","5","3","116","6.3","105813373"
"How to Train Your Dragon 2","145000000","20","2","102","8.0","177002924"
"Hudson Hawk","70000000","20","4","100","5.7","17218080"
"Hugo","170000000","13","2","126","7.6","73864507"
"Hulk","137000000","20","3","138","5.7","132177234"
"Hung fan kui","7500000","20","4","104","6.7","32392047"
"Husbands and Wives","20000000","5","4","108","7.6","10555619"
"I Am Number Four","50000000","20","3","109","6.1","55100437"
"I Am Sam","22000000","4","3","132","7.6","40311852"
"I Can Do Bad All by Myself","13000000","5","3","113","3.9","51733921"
"I Know What You Did Last Summer","17000000","2","4","100","5.6","72586134"
"I Know Who Killed Me","12000000","14","4","105","3.6","7498716"
"I Love Trouble","45000000","20","2","123","5.2","30806194"
"I Love You, Man","40000000","5","4","105","7.1","71440011"
"I Now Pronounce You Chuck & Larry","85000000","5","3","115","6.0","120059556"
"I Still Know What You Did Last Summer","25000000","2","4","100","4.5","40002112"
"I'll Do Anything","44000000","5","3","115","5.6","10209111"
"I've Heard the Mermaids Singing","262000","5","4","81","6.9","1408491"
"I, Frankenstein","65000000","20","3","92","5.2","19075290"
"I, Robot","120000000","20","3","115","7.1","144801023"
"I.Q.","25000000","5","2","100","6.2","26372663"
"Ice Age","59000000","13","2","81","7.6","176387405"
"Ice Age: Continental Drift","95000000","13","2","88","6.7","161321843"
"Ice Age: The Meltdown","80000000","20","2","90","6.9","195330621"
"Identity","30000000","6","4","90","7.3","52159536"
"Identity Thief","35000000","5","4","111","5.7","134506920"
"If Lucy Fell","5000000","5","4","92","4.8","4635344"
"Il postino","3000000","11","2","108","7.8","21848932"
"In & Out","35000000","5","3","90","6.3","63856929"
"In Dreams","30000000","4","4","100","5.4","12017369"
"In the Bedroom","1700000","14","4","130","7.5","35930604"
"In the Cut","12000000","6","4","113","5.3","4750602"
"In the Line of Fire","40000000","20","4","128","7.2","102314283"
"In the Mouth of Madness","8000000","2","4","95","7.2","8946600"
"In Time","40000000","20","3","109","6.7","37520095"
"Incendies","6800000","4","4","130","8.2","6857096"
"Indecent Proposal","38000000","4","4","117","5.8","106614100"
"Independence Day","75000000","20","3","145","6.9","3061692681997"
"Inside Man","45000000","14","4","129","7.7","88513495"
"Insidious: Chapter 2","5000000","2","3","106","6.6","83586447"
"Insomnia","46000000","6","4","118","7.2","67355513"
"Inspector Gadget","75000000","20","2","78","4.1","97403112"
"Intersection","45000000","4","4","98","5.2","20928892"
"Interview with the Vampire: The Vampire Chronicles","60000000","2","4","123","7.6","1052646081995"
"Into the Storm","50000000","20","3","89","5.9","47602194"
"Io sono l'amore","10000000","4","4","120","7.0","5005465"
"Iron Man 3","200000000","20","3","130","7.3","409013994"
"Isn't She Great","36000000","11","4","95","5.2","2962465"
"It Runs in the Family","15000000","5","2","85","5.7","70936"
"It's Complicated","85000000","5","4","120","6.6","112735375"
"J. Edgar","35000000","11","4","137","6.6","37306030"
"Jack","45000000","5","3","113","5.7","58620973"
"Jack and Jill","79000000","5","2","91","3.4","74158157"
"Jack Reacher","60000000","20","3","130","7.0","80070736"
"Jack the Giant Slayer","195000000","13","3","114","6.3","65187603"
"Jackass Presents: Bad Grandpa","15000000","5","4","92","6.6","102003019"
"Jackass: The Movie","5000000","5","4","87","6.6","64255312"
"Jackie Brown","12000000","14","4","154","7.5","39673162"
"Jade","50000000","20","4","95","5.1","9795017"
"James and the Giant Peach","38000000","13","2","79","6.7","28934758"
"Jarhead","70000000","4","4","125","7.1","62658220"
"Jason Goes to Hell: The Final Friday","2500000","17","4","87","4.3","15935068"
"Jason X","11000000","2","4","91","4.4","13121555"
"Jason's Lyric","7000000","14","4","120","6.6","20851521"
"Jeepers Creepers","10000000","2","4","90","6.1","37904175"
"Jeepers Creepers II","17000000","2","4","104","5.5","35667218"
"Jefferson in Paris","14000000","11","3","139","5.7","2474000"
"Jennifer Eight","20000000","14","4","124","6.2","11390479"
"Jerry Maguire","50000000","5","4","139","7.3","153952592"
"JFK","40000000","4","4","189","8.0","70405498"
"Jimmy Hollywood","30000000","5","4","112","5.3","3692874"
"Jingle All the Way","60000000","5","2","89","5.4","605923891997"
"Jodaeiye Nader az Simin","500000","4","3","123","8.4","7098492"
"John Carter","263700000","20","3","132","6.6","73078100"
"Johnny English","35000000","20","2","88","6.1","28082366"
"Johnny English Reborn","45000000","20","2","101","6.3","8305970"
"Johnny Mnemonic","25000000","20","4","103","5.5","19076000"
"Josh and S.A.M.","18000000","13","3","96","5.7","1528163"
"Journey 2: The Mysterious Island","79000000","20","2","94","5.8","103860290"
"Journey to the Center of the Earth","45000000","20","2","93","5.8","101704370"
"Judge Dredd","70000000","20","4","96","5.4","34693481"
"Juice","5000000","20","4","95","7.1","20146880"
"Jumanji","50000000","13","2","104","6.8","1004752491996"
"Jumper","85000000","20","3","88","6.1","80172128"
"Jungle Fever","14000000","4","4","132","6.5","32482682"
"Junior","60000000","5","3","109","4.5","36763355"
"Juno","7500000","5","3","96","7.6","143495265"
"Jurassic Park","63000000","13","3","127","8.0","402453882"
"Jurassic Park III","93000000","20","3","92","5.9","181171875"
"Just Like Heaven","58000000","5","3","95","6.7","48318130"
"K-19: The Widowmaker","100000000","4","3","138","6.6","35168966"
"Kalifornia","9000000","14","4","117","6.7","2395231"
"Kangaroo Jack","60000000","20","2","89","4.4","66934963"
"Kick-Ass","30000000","20","4","117","7.7","48071303"
"Kick-Ass 2","22000000","20","4","103","6.7","28795985"
"Kids in America","750000","5","3","91","5.9","537667"
"Killers","75000000","20","3","100","5.4","47059963"
"Killing Them Softly","15000000","14","4","97","6.2","15026056"
"Killing Zoe","1500000","14","4","96","6.5","418953"
"King Kong","207000000","20","3","201","7.3","218080025"
"King of Kings","5037000","11","3","168","7.1","14483352"
"King of the Hill","8000000","4","3","103","7.5","1299318"
"Kingdom of Heaven","130000000","20","4","144","7.2","47398413"
"Kiss of Death","40000000","20","4","101","5.9","14942422"
"Kiss the Girls","27000000","14","4","115","6.5","60527873"
"Knight and Day","117000000","20","3","109","6.3","76423035"
"Knocked Up","30000000","5","4","129","7.1","1487689172007"
"Knowing","50000000","20","3","121","6.2","79957634"
"Kokuriko-zaka kara","22000000","19","2","91","7.4","1002895"
"Kon-Tiki","16600000","13","3","118","7.2","1517410"
"Kung fu","20000000","20","4","99","7.8","17108591"
"L.A. Confidential","35000000","14","4","138","8.3","64616940"
"La cité des enfants perdus","18000000","17","4","112","7.7","1513028"
"La piel que habito","13000000","18","4","120","7.6","3185812"
"La terza madre","3500000","2","4","102","5.1","58669"
"Lady in the Water","75000000","17","3","110","5.7","42285169"
"Lake Placid","27000000","5","4","82","5.6","31770414"
"Land of the Lost","100000000","13","3","102","5.3","49438370"
"Lara Croft Tomb Raider: The Cradle of Life","95000000","20","3","117","5.5","65660196"
"Larry Crowne","30000000","5","3","98","6.0","35608245"
"Last Action Hero","70000000","20","3","130","6.2","50016394"
"Last Man Standing","67000000","20","4","101","6.4","17600000"
"Last Vegas","28000000","5","3","105","6.7","63914167"
"Le pacte des loups","29000000","20","4","152","7.1","11260096"
"Leap Year","19000000","5","2","100","6.4","25918920"
"Leaving Las Vegas","3600000","4","4","111","7.6","31968347"
"Legally Blonde","18000000","5","3","96","6.2","96520674"
"Legally Blonde 2: Red, White & Blonde","45000000","5","3","95","4.5","90186328"
"Legend of the Guardians: The Owls of Ga'Hoole","80000000","13","2","97","7.0","55675313"
"Legends of Oz: Dorothy's Return","70000000","19","2","88","5.8","8462027"
"Legends of the Fall","30000000","4","4","133","7.5","66638883"
"Leprechaun","900000","5","3","92","4.6","8556940"
"Leprechaun 2","2000000","5","4","85","4.3","2260622"
"Les Misérables","61000000","4","3","158","7.7","148809770"
"Lethal Weapon 3","35000000","20","4","118","6.7","144731527"
"Lethal Weapon 4","140000000","20","4","127","6.6","130444603"
"Letters from Iwo Jima","19000000","4","4","141","8.0","13756082"
"Liar Liar","45000000","5","3","86","6.8","181410615"
"Licence to Kill","32000000","20","3","133","6.6","34667015"
"Life as We Know It","38000000","5","3","114","6.5","53374681"
"Light Sleeper","5000000","14","4","103","6.7","1050861"
"Limitless","27000000","6","3","105","7.4","79249455"
"Lincoln","65000000","11","3","150","7.4","182207973"
"Lionheart","6000000","20","4","108","6.1","24078196"
"Little Big Man","15000000","5","3","139","7.7","31559552"
"Little Buddha","35000000","4","2","123","6.0","4858139"
"Little Children","26000000","4","4","137","7.6","5463019"
"Little Giants","20000000","5","2","107","6.3","19288821"
"Little Miss Sunshine","8000000","13","4","101","7.9","59891098"
"Little Odessa","2300000","14","4","98","6.8","1095885"
"Little Shop of Horrors","25000000","5","3","94","6.9","38748395"
"Little Women","15000000","4","2","115","7.3","50083616"
"Littleman","64000000","5","3","98","4.2","58645052"
"Live Free or Die Hard","110000000","20","3","128","7.2","134529403"
"Living in Oblivion","500000","5","4","90","7.6","1148752"
"Loaded Weapon 1","8200000","20","3","84","6.1","27979400"
"Lone Survivor","40000000","20","4","121","7.6","125095601"
"Long men fei jia","35000000","20","4","122","6.0","170276"
"Lookin' to Get Out","17000000","5","4","105","5.1","946461"
"Looper","30000000","20","4","119","7.5","66486205"
"Lord of Illusions","12000000","2","4","109","6.0","13293081"
"Lorenzo's Oil","30000000","4","3","129","7.2","7286388"
"Los abrazos rotos","18000000","4","4","127","7.2","5014305"
"Loser","20000000","5","3","98","5.2","15618626"
"Losing Isaiah","17000000","4","4","111","6.6","7603766"
"Lost in Space","80000000","20","3","130","5.0","69117629"
"Lost in Translation","4000000","4","4","101","7.8","44585453"
"Love Actually","45000000","5","4","135","7.7","59696144"
"Love Affair","60000000","5","3","108","5.8","18250211"
"Love Story","2200000","4","2","99","6.9","106400000"
"Lovelace","10000000","11","4","93","6.2","356582"
"Lucy","40000000","20","4","89","6.4","126663600"
"Madagascar","75000000","13","2","86","6.9","193595521"
"Madagascar 3: Europe's Most Wanted","145000000","13","2","93","7.0","216391482"
"Madagascar: Escape 2 Africa","150000000","20","2","89","6.7","180010950"
"Made in America","22000000","5","3","111","4.8","44942695"
"Made of Honor","40000000","5","3","101","5.8","46012734"
"Madea's Big Happy Family","25000000","5","3","106","4.3","53345287"
"Madea's Family Reunion","6000000","5","3","107","4.9","63257940"
"Madea's Witness Protection","20000000","5","3","114","4.7","65653242"
"Madonna: Truth or Dare","4500000","1","4","120","6.0","15012935"
"Magnolia","37000000","4","4","188","8.0","22455976"
"Maid in Manhattan","55000000","5","3","105","5.0","94011225"
"Malcolm X","33000000","11","3","202","7.7","48169908"
"Maleficent","180000000","20","2","97","7.1","241410378"
"Mallrats","6000000","5","4","94","7.2","2122561"
"Mama","20000000","2","3","100","6.2","71628180"
"Mamma Mia!","52000000","5","3","108","6.4","144130063"
"Man cheng jin dai huang jin jia","45000000","20","4","114","7.0","6566773"
"Man of Steel","225000000","20","3","143","7.2","291045518"
"Man on a Ledge","42000000","20","3","102","6.6","18620000"
"Man on Fire","70000000","20","4","146","7.8","77911774"
"Man Trouble","30000000","5","3","100","4.6","4096030"
"Man's Best Friend","6000000","5","4","97","5.0","12974636"
"Man-Thing","7500000","20","4","97","4.1","143615"
"Manhattan Murder Mystery","13500000","5","2","104","7.4","11285588"
"Married to It","14000000","5","4","112","5.9","1989059"
"Mars Attacks!","70000000","5","3","106","6.3","37771017"
"Mary Reilly","47000000","4","4","108","5.8","5600000"
"MASH","3500000","5","4","116","7.7","81600000"
"Master and Commander: The Far Side of the World","150000000","20","3","138","7.4","93927920"
"Me, Myself & Irene","51000000","5","4","116","6.5","90570999"
"Mean Creek","500000","14","4","90","7.3","603951"
"Mean Girls","17000000","5","3","97","7.0","86058055"
"Meet Joe Black","90000000","4","3","178","7.1","44619100"
"Meet the Fockers","80000000","5","3","115","6.3","279261160"
"Megiddo: The Omega Code 2","22000000","20","3","104","4.1","6047691"
"Memoirs of a Geisha","85000000","4","3","140","7.3","57490508"
"Men in Black","90000000","5","3","98","7.2","250690539"
"Men in Black II","140000000","20","3","88","6.0","190418803"
"Menace II Society","3500000","14","4","97","7.5","27900000"
"Message in a Bottle","80000000","4","3","131","6.1","52880016"
"Miami Vice","135000000","20","4","140","6.0","63450470"
"Michael Collins","28000000","11","4","133","7.1","11092559"
"Midnight in Paris","17000000","5","3","94","7.7","56816662"
"Mighty Aphrodite","15000000","5","4","95","7.1","6700000"
"Mighty Joe Young","90000000","20","2","114","5.5","50632037"
"Mighty Morphin Power Rangers: The Movie","15000000","20","2","95","5.0","37804616"
"Million Dollar Baby","30000000","4","3","132","8.1","100492203"
"Mimic","25000000","2","4","105","5.9","25480490"
"Minority Report","102000000","20","3","145","7.7","132072926"
"Mirror Mirror","85000000","13","2","106","5.6","64935167"
"Mission to Mars","90000000","13","2","114","5.5","60883407"
"Mission: Impossible","80000000","20","3","110","7.1","180981856"
"Mission: Impossible III","150000000","20","3","124","6.8","134029801"
"Mixed Nuts","15000000","5","3","97","5.3","6798240"
"Mo' Money","15000000","5","4","89","5.3","40227000"
"Mobsters","23000000","14","4","104","5.8","20246790"
"Mona Lisa Smile","65000000","4","3","117","6.4","63860942"
"Money for Nothing","11000000","5","4","100","5.7","1044824"
"Money Train","60000000","20","4","105","5.5","35324232"
"Monkeybone","75000000","19","3","93","4.7","5411999"
"Monster-in-Law","60000000","5","3","101","5.4","82931301"
"Monsters vs. Aliens","175000000","20","2","94","6.6","198351526"
"Monumental: In Search of America's National Treasure","500000","1","2","90","4.9","177729"
"Moonrise Kingdom","16000000","13","3","94","7.8","45512466"
"Mortal Kombat","18000000","20","3","101","5.8","70454098"
"Mortal Thoughts","8000000","6","4","102","5.7","19018321"
"Mosquito","200000","2","4","92","4.3","986314"
"Mother's Boys","8000000","4","4","96","5.3","874148"
"Moulin Rouge!","52500000","4","3","127","7.7","57386607"
"Mr. & Mrs. Smith","110000000","20","3","120","6.5","186336279"
"Mr. Baseball","40000000","5","3","108","5.8","20883046"
"Mr. Bean's Holiday","25000000","5","2","90","6.3","33302167"
"Mr. Deeds","50000000","5","3","96","5.8","126293452"
"Mr. Peabody & Sherman","145000000","13","2","92","6.9","111506430"
"Mr. Popper's Penguins","55000000","5","2","94","6.0","68224452"
"Mr. Wonderful","13000000","5","3","98","5.9","3125424"
"Mrs. Doubtfire","25000000","5","3","125","6.9","2191950511994"
"Mrs. Parker and the Vicious Circle","7000000","11","4","125","6.4","2144667"
"Much Ado About Nothing","8000000","5","3","111","7.4","22551000"
"Mulholland Dr.","15000000","4","4","147","8.0","7220243"
"Multiplicity","45000000","5","3","117","5.9","20100000"
"Munich","70000000","4","4","164","7.6","47403685"
"Muppets Most Wanted","50000000","13","2","107","6.5","51183113"
"Muriel's Wedding","3000000","5","4","106","7.2","15185594"
"Music of the Heart","27000000","4","2","124","6.7","14859394"
"Mute Witness","2000000","2","4","95","6.8","1204430"
"My Best Friend's Wedding","46000000","5","3","105","6.3","127120029"
"My Bloody Valentine","15000000","2","4","101","5.5","51545952"
"My Cousin Vinny","11000000","5","4","120","7.5","52929168"
"My Family","5500000","4","4","128","7.3","11079373"
"My Life's in Turnaround","22000","5","4","84","4.3","196383"
"My Own Private Idaho","2500000","4","4","104","7.1","6401336"
"Mystic River","30000000","14","4","138","8.0","90135191"
"Nacho Libre","32000000","5","2","92","5.7","80197993"
"Nadja","1000000","4","4","93","5.9","446934"
"Naked Gun 33 1/3: The Final Insult","30000000","5","3","83","6.4","51132598"
"Naked Lunch","16000000","4","4","115","7.1","2541541"
"Nanny McPhee","25000000","5","2","98","6.6","47144110"
"National Treasure: Book of Secrets","130000000","20","2","124","6.5","219964115"
"Natural Born Killers","34000000","14","4","118","7.3","50282766"
"Nebraska","12000000","13","4","115","7.8","17654912"
"Need for Speed","66000000","20","3","132","6.6","43577636"
"Neighbors","18000000","5","4","97","6.4","150157400"
"Never Been Kissed","25000000","5","3","107","6.0","55474756"
"Never Talk to Strangers","6400000","14","4","86","5.1","6849998"
"New Jack City","8500000","20","4","97","6.6","47624253"
"New Jersey Drive","5000000","14","4","98","6.6","3565508"
"New Nightmare","8000000","17","4","112","6.4","18090181"
"New Year's Eve","56000000","5","3","113","5.6","54544638"
"Newsies","15000000","4","2","121","6.9","2819485"
"Next","70000000","20","3","96","6.2","18211013"
"Night and the City","20000000","5","4","105","5.8","6202756"
"Night at the Museum: Battle of the Smithsonian","150000000","20","2","105","5.9","177243721"
"Nixon","50000000","11","4","192","7.1","13560960"
"No Country for Old Men","25000000","14","4","122","8.1","74283625"
"No Escape","20000000","20","4","118","6.0","15340000"
"No se Aceptan Devoluciones","5500000","5","3","122","7.6","44467206"
"No Strings Attached","25000000","5","4","108","6.2","70662220"
"Noah","125000000","20","3","138","5.9","101200044"
"Non-Stop","50000000","20","3","106","7.0","92168600"
"Norbit","60000000","5","3","102","3.9","95673607"
"North","40000000","13","2","87","4.4","7138449"
"Not Another Teen Movie","16000000","5","4","89","5.7","38252284"
"Not Easily Broken","8000000","4","3","99","6.0","10572742"
"Notting Hill","42000000","5","3","124","7.0","116089678"
"November","150000","4","4","73","5.6","192186"
"Novocaine","6000000","5","4","95","5.8","2036682"
"Now You See Me","75000000","14","3","115","7.3","117723989"
"Nowhere to Run","15000000","20","4","94","5.5","22189039"
"Nutty Professor II: The Klumps","65000000","5","3","106","4.3","123309890"
"Obsessed","20000000","4","3","108","4.9","68261644"
"Ocean's Twelve","110000000","14","3","125","6.4","125544280"
"Oculus","5000000","2","4","104","6.5","27695246"
"Old Dogs","35000000","5","2","88","5.3","49492060"
"Old School","24000000","5","4","91","7.2","75585093"
"Oldeuboi","3000000","4","4","120","8.4","707481"
"Olympus Has Fallen","70000000","20","4","119","6.5","98925640"
"On Deadly Ground","50000000","20","4","101","4.3","38590500"
"Once Upon a Time in America","30000000","14","4","139","8.4","5321508"
"Once Upon a Time in Mexico","29000000","20","4","102","6.4","56359780"
"One Day","15000000","4","3","107","7.0","13843771"
"One Direction: This Is Us","10000000","1","2","92","4.0","28873374"
"One for the Money","40000000","20","3","91","5.3","26414527"
"One Night with the King","20000000","11","2","123","6.3","13395961"
"One True Thing","30000000","4","4","127","7.0","23245840"
"Only the Strong","6000000","20","3","99","6.6","3273588"
"Open Season","85000000","13","2","83","6.2","85105259"
"Original Gangstas","4800000","20","4","99","5.7","3014000"
"Orlando","4000000","4","3","94","7.2","5289772"
"Othello","11000000","4","4","123","7.0","2112951"
"Out for Justice","14000000","20","4","91","6.0","39673161"
"Out-of-Sync","1500000","14","4","105","4.3","900000"
"Outbreak","50000000","20","4","127","6.5","67823573"
"Pacific Rim","190000000","20","3","132","7.0","101802906"
"Pain & Gain","26000000","20","4","129","6.5","49875291"
"Paint Your Wagon","20000000","5","3","158","6.7","31678778"
"Panic","1000000","5","4","88","6.8","779137"
"Panic Room","48000000","4","4","112","6.8","96397334"
"Paranormal Activity","15000","2","4","86","6.3","107918810"
"Paranormal Activity 4","5000000","2","4","88","4.5","53921300"
"Paranormal Activity: The Marked Ones","5000000","2","4","84","5.0","32462372"
"ParaNorman","60000000","13","2","92","7.0","56003051"
"Parental Guidance","25000000","5","2","105","6.0","77267296"
"Paris Is Burning","500000","1","4","71","8.0","3779620"
"Party Girl","150000","5","4","94","6.6","472370"
"Passenger 57","15000000","20","4","84","5.8","44065653"
"Passion Fish","3330000","4","4","135","7.4","5414619"
"Patch Adams","50000000","11","3","115","6.6","135026902"
"Patriot Games","42000000","20","4","117","6.9","83287363"
"Payback","50000000","20","4","100","7.1","81526121"
"Paycheck","60000000","20","3","119","6.3","53790451"
"PCU","8000000","5","3","79","6.5","4350774"
"Peaceful Warrior","10000000","4","3","120","7.3","10667482006"
"Pearl Harbor","140000000","20","3","183","6.0","198542554"
"Pecker","6000000","5","4","87","6.4","2281761"
"Per un pugno di dollari","200000","20","4","99","8.1","35000001971"
"Percy Jackson: Sea of Monsters","90000000","13","2","106","5.9","68559554"
"Pet Sematary II","8000000","20","4","100","4.7","17092453"
"Peter Pan","100000000","13","2","113","6.9","48462608"
"Phenomenon","32000000","4","2","123","6.4","104636382"
"Philadelphia","26000000","4","3","125","7.7","774464401994"
"Philadelphia Experiment II","5000000","20","3","97","4.5","2970"
"Pieces of April","300000","5","3","80","7.1","2528664"
"Pink Flamingos","10000","5","5","93","6.1","60000001972"
"Piranha 3D","24000000","5","4","88","5.5","25003155"
"Piranha 3DD","5000000","5","4","83","3.8","376512"
"Pirates of the Caribbean: Dead Man's Chest","225000000","20","3","151","7.3","423315812"
"Pirates of the Caribbean: On Stranger Tides","250000000","20","3","136","6.7","241071802"
"Pitch Perfect","17000000","5","3","112","7.3","65001093"
"Planes: Fire & Rescue","50000000","13","2","83","5.9","59165787"
"Poetic Justice","14000000","4","4","109","5.8","27515786"
"Point Break","24000000","20","4","122","7.2","43218387"
"Poison","250000","4","5","85","6.6","609524"
"Poison Ivy","3000000","4","4","90","5.3","1829804"
"Police Academy: Mission to Moscow","6200000","5","2","83","3.1","126247"
"Posse","10000000","22","4","111","5.4","18290000"
"Powder","9500000","4","3","111","6.5","30862146"
"Practical Magic","75000000","5","3","104","6.1","46683377"
"Predator 2","35000000","20","5","108","6.2","30669413"
"Premonition","20000000","4","3","96","5.9","47852604"
"Pretty Woman","14000000","5","4","119","6.9","178406268"
"Pride & Prejudice","28000000","4","2","129","7.8","38405088"
"Primal Fear","30000000","14","4","129","7.7","56116183"
"Prom","8000000","5","2","104","5.4","10130219"
"Prometheus","130000000","13","4","124","7.0","126477084"
"Psycho","20000000","2","4","105","4.6","21456130"
"Pulp Fiction","8000000","14","4","154","8.9","107928762"
"Punch-Drunk Love","25000000","5","4","95","7.3","17844216"
"Puss in Boots","130000000","13","2","90","6.7","149260504"
"Quartet","11000000","5","3","98","6.8","18390117"
"R.I.P.D.","130000000","20","3","96","5.6","33618855"
"Rabbit Hole","5000000","4","3","91","7.0","2229058"
"Race to Witch Mountain","65000000","20","2","98","5.7","67172594"
"Radio Flyer","35000000","4","3","114","6.9","4651977"
"Raising Cain","12000000","14","4","91","5.9","21370057"
"Rambling Rose","7500000","4","4","112","6.7","6266621"
"Rampage","7500000","4","4","97","6.4","796368"
"Rango","135000000","13","2","107","7.3","123477607"
"Ransom","80000000","14","4","121","6.6","136492681"
"Rapa Nui","20000000","20","4","107","6.4","305070"
"Rapid Fire","10000000","20","4","95","6.2","14356479"
"Ray","40000000","11","3","152","7.8","75331600"
"Real Steel","110000000","20","3","127","7.1","85468508"
"RED","58000000","20","3","111","7.1","90380162"
"RED 2","84000000","20","3","116","6.7","53262560"
"Red Dawn","65000000","20","3","93","5.4","44806783"
"Red Dragon","78000000","14","4","124","7.2","93149898"
"Red Eye","25000000","6","3","85","6.5","57891803"
"Red Planet","70000000","20","3","106","5.6","17480890"
